page,lang,surface,category,href,text,testid,matched_by,file_lines,source_labels,tracking
/de/leistungen,de,services,internal,/de/wie-wir-arbeiten,Wie wir arbeitenWie wir arbeiten,nav-wie-wir-arbeiten,,,,
/de/leistungen,de,services,internal,/de/leistungen,"Alle Leistungen ansehenStrategische Diagnose zur Wahl der Jurisdiktion, die am b",nav-services-our_services,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/de/leistungen,de,services,internal,/de/leistungen/llc-new-mexico,LLC in New MexicoDiskrete Struktur mit Anonymität im Register und minimalem Verw,nav-services-service_llc_nm,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-wyoming,LLC in WyomingDer weltweite Standard im Vermögensschutz: verstärkte Privatsphäre,nav-services-service_llc_wy,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-delaware,"LLC in DelawareDie Referenzjurisdiktion für Gründer und Fonds, gefordert in Fina",nav-services-service_llc_de,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-florida,LLC in FloridaGreifbarer Betriebsstandort in den USA mit direktem Bankzugang und,nav-services-service_llc_fl,,,,
/de/leistungen,de,services,internal,/de/leistungen/hol-deine-itin,"ITIN beantragenIhre US-Steueridentität, um Konten zu eröffnen, Verträge zu unter",nav-services-service_itin,,,,
/de/leistungen,de,services,internal,/de/uber-llc,Über LLCs,nav-über-llcs,,,,
/de/leistungen,de,services,internal,/de/haufige-fragen,FAQHäufig gestellte Fragen,nav-faq,url,client/src/components/sections/HomeFAQ.tsx:48 | client/src/pages/services-sections.tsx:419,,
/de/leistungen,de,services,internal,/de/blog,RatgeberSteuerratgeber,nav-ratgeber,,,,
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo%2C%20ich%20habe%20gerade%20Exentax%20gesehen%20und%20bin%20neugierig%3A%20K%C3%B6nnte%20ich%20weniger%20Steuern%20zahlen%20als%20jetzt%3F%20Wann%20k%C3%B6nnten%20wir%20dar%C3%BCber%20sprechen%3F,WhatsApp,button-whatsapp-nav,,,,
/de/leistungen,de,services,internal,/de/buchen,Beratung buchen,button-agendar-nav,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/de/leistungen,de,services,internal,/de,Internationale Steuerstruktur,mobile-nav-internationale-steuerstruktur,url,client/src/components/layout/Footer.tsx:158 | client/src/components/layout/Navbar.tsx:226 | client/src/components/layout/NavbarFunnel.tsx:15 | client/src/pages/not-found.tsx:32 | client/src/pages/start.tsx:346,,
/de/leistungen,de,services,internal,/de/wie-wir-arbeiten,Wie wir arbeiten,mobile-nav-wie-wir-arbeiten,,,,
/de/leistungen,de,services,internal,/de/uber-llc,Über LLCs,mobile-nav-über-llcs,,,,
/de/leistungen,de,services,internal,/de/haufige-fragen,Häufig gestellte Fragen,mobile-nav-häufig-gestellte-fragen,url,client/src/components/sections/HomeFAQ.tsx:48 | client/src/pages/services-sections.tsx:419,,
/de/leistungen,de,services,internal,/de/blog,Steuerratgeber,mobile-nav-steuerratgeber,,,,
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo%2C%20ich%20habe%20gerade%20Exentax%20gesehen%20und%20bin%20neugierig%3A%20K%C3%B6nnte%20ich%20weniger%20Steuern%20zahlen%20als%20jetzt%3F%20Wann%20k%C3%B6nnten%20wir%20dar%C3%BCber%20sprechen%3F,Über WhatsApp sprechen,mobile-nav-hablemos,,,,
/de/leistungen,de,services,internal,/de/buchen,Beratung buchen,mobile-nav-agendar,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/de/leistungen,de,services,internal,/de/buchen,Steuern jetzt optimieren,button-precios-hero-agendar,testid,client/src/pages/services.tsx:58,,services_hero
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo.%20Ich%20habe%20Ihre%20Pl%C3%A4ne%20gesehen%20und%20m%C3%B6chte%20verstehen%2C%20welcher%20am%20besten%20zu%20meiner%20Steuersituation%20passt.%20K%C3%B6nnen%20wir%20sprechen%3F,Sprechen Sie mit uns,button-precios-hero-whatsapp,,,,
/de/leistungen,de,services,external,https://www.trustpilot.com/review/exentax.com,5.0★Wie uns Kunden bewerten,stat-wie-uns-kunden-bewerten,,,,
/de/leistungen,de,services,internal,/de/blog/schnell-audit-ihrer-llc-in-30-minuten-12-punkte-zur,So prüfen wir Ihre LLC,button-existing-llc-audit-precios,,,,
/de/leistungen,de,services,internal,/de/buchen,Beratung für die Prüfung buchen,button-existing-llc-book-precios,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/de/leistungen,de,services,internal,/de/blog/schnell-audit-ihrer-llc-in-30-minuten-12-punkte-zur,ToolsSchnell-Audit Ihrer LLC in 30 Minuten: 12 Punkte zur ÜberprüfungLesen,existing-llc-post-auditoria-rapida-llc-12-puntos-30-minutos-precios,,,,
/de/leistungen,de,services,internal,/de/blog/llc-mit-uberfalligem-boi-und-5472-wieder-in-ordnung-bringen,ComplianceLLC mit überfälligem BOI und 5472 retten: Verfahren und PrioritätenLes,existing-llc-post-recuperar-llc-boi-5472-atrasados-procedimiento-precios,,,,
/de/leistungen,de,services,internal,/de/blog/llc-verkaufen-oder-schliessen-praktischer-vergleich-fur-die,VergleicheLLC verkaufen oder schließen: praktischer VergleichLesen,existing-llc-post-vender-o-cerrar-llc-comparativa-practica-precios,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-new-mexico,"LLC in New MexicoLLC in New Mexico: schlank, privat, ohne JahresberichtDer von D",card-services-subpage-llc-nm,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-wyoming,LLC in WyomingLLC in Wyoming: starke Privatsphäre und VermögensschutzDer Referen,card-services-subpage-llc-wy,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-delaware,LLC in DelawareLLC in Delaware: höchstes Renommee und investor-readyDer Standard,card-services-subpage-llc-de,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-florida,LLC in FloridaLLC in Florida: reale Präsenz und hispanischer MarktDer richtige B,card-services-subpage-llc-fl,,,,
/de/leistungen,de,services,internal,/de/leistungen/hol-deine-itin,ITINHolen Sie sich Ihre ITIN als Nicht-AnsässigerIhre Individual Taxpayer Identi,card-services-subpage-itin,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-new-mexico,Beratung buchen →,button-comparativa-agendar,testid,client/src/pages/services-sections.tsx:277,,
/de/leistungen,de,services,internal,/de/leistungen/llc-new-mexico,Gründung starten,button-solicitar-llc-0,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-wyoming,Gründung starten,button-solicitar-llc-1,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-delaware,Gründung starten,button-solicitar-llc-2,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-florida,Gründung starten,button-solicitar-llc-3,,,,
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo.%20Ich%20interessiere%20mich%20f%C3%BCr%20die%20j%C3%A4hrliche%20Verl%C3%A4ngerung%20meiner%20LLC%20in%20New%20Mexico.%20K%C3%B6nnen%20wir%20sprechen%3F,Verlängerung anfragen,,,,,
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo.%20Ich%20interessiere%20mich%20f%C3%BCr%20die%20j%C3%A4hrliche%20Verl%C3%A4ngerung%20meiner%20LLC%20in%20Wyoming.%20K%C3%B6nnen%20wir%20sprechen%3F,Verlängerung anfragen,,,,,
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo.%20Ich%20interessiere%20mich%20f%C3%BCr%20die%20j%C3%A4hrliche%20Verl%C3%A4ngerung%20meiner%20LLC%20in%20Delaware.%20K%C3%B6nnen%20wir%20sprechen%3F,Verlängerung anfragen,,,,,
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo.%20Ich%20interessiere%20mich%20f%C3%BCr%20die%20j%C3%A4hrliche%20Verl%C3%A4ngerung%20meiner%20LLC%20in%20Florida.%20K%C3%B6nnen%20wir%20sprechen%3F,Verlängerung anfragen,,,,,
/de/leistungen,de,services,internal,/de/haufige-fragen,Alle Fragen anzeigen →,button-precios-ver-todas-preguntas,testid,client/src/pages/services-sections.tsx:419,,services_faq_advisor
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo%2C%20ich%20m%C3%B6chte%20eine%20US-LLC%20mit%20Verm%C3%B6gensschutz%20und%20Rechtssicherheit%20f%C3%BCr%20Investoren%2C%20ganz%20ohne%20Botschaftstermin.%20K%C3%B6nnen%20wir%20telefonieren%2C%20um%20den%20passenden%20Bundesstaat%20auszuw%C3%A4hlen%3F,Schreiben Sie uns über WhatsApp,button-precios-faq-whatsapp,,,,
/de/leistungen,de,services,internal,/de/buchen,Meine Struktur wählen →,button-precios-cta-agendar,testid,client/src/pages/services-sections.tsx:468,,services_cta
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo.%20Ich%20habe%20Ihre%20Pl%C3%A4ne%20gesehen%20und%20m%C3%B6chte%20verstehen%2C%20welcher%20am%20besten%20passt.%20K%C3%B6nnen%20wir%20sprechen%3F,Schreiben Sie uns auf WhatsApp,button-precios-cta-whatsapp,,,,
/de/leistungen,de,services,internal,/de,,link-footer-home,testid,client/src/components/layout/Footer.tsx:158,,
/de/leistungen,de,services,external,https://www.instagram.com/exentax.global/,,link-footer-social-instagram,,,,
/de/leistungen,de,services,external,https://www.tiktok.com/@exentax,,link-footer-social-tiktok,,,,
/de/leistungen,de,services,external,https://youtube.com/@exentax?si=ECt7CjRMpI9ZRrPQ,,link-footer-social-youtube,,,,
/de/leistungen,de,services,external,https://www.facebook.com/share/1Auhteo8Ad/?mibextid=wwXIfr,,link-footer-social-facebook,,,,
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo%2C%20ich%20suche%20eine%20steueroptimierte%20US-LLC%20mit%20Verm%C3%B6gensschutz%20und%20Rechtssicherheit%20f%C3%BCr%20Investoren.%20K%C3%B6nnen%20wir%20kurz%20dar%C3%BCber%20sprechen%3F,,link-footer-social-whatsapp,,,,
/de/leistungen,de,services,internal,/de,Internationale Steuerstruktur,link-footer-internationale-steuerstruktur,url,client/src/components/layout/Footer.tsx:158 | client/src/components/layout/Navbar.tsx:226 | client/src/components/layout/NavbarFunnel.tsx:15 | client/src/pages/not-found.tsx:32 | client/src/pages/start.tsx:346,,
/de/leistungen,de,services,internal,/de/leistungen,Dienstleistungen,link-footer-dienstleistungen,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/de/leistungen,de,services,internal,/de/leistungen/llc-new-mexico,New Mexico,link-footer-new-mexico,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-wyoming,Wyoming,link-footer-wyoming,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-delaware,Delaware,link-footer-delaware,,,,
/de/leistungen,de,services,internal,/de/leistungen/llc-florida,Florida,link-footer-florida,,,,
/de/leistungen,de,services,internal,/de/leistungen/hol-deine-itin,ITIN beantragen,link-footer-itin-beantragen,,,,
/de/leistungen,de,services,internal,/de/wie-wir-arbeiten,Wie wir arbeiten,link-footer-wie-wir-arbeiten,,,,
/de/leistungen,de,services,internal,/de/haufige-fragen,Häufig gestellte Fragen,link-footer-häufig-gestellte-fragen,url,client/src/components/sections/HomeFAQ.tsx:48 | client/src/pages/services-sections.tsx:419,,
/de/leistungen,de,services,internal,/de/blog,Steuerratgeber,link-footer-steuerratgeber,,,,
/de/leistungen,de,services,internal,/de/buchen,Sprechen Sie mit uns,link-footer-sprechen-sie-mit-uns,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/de/leistungen,de,services,internal,/de/legal/agb,AGB,link-footer-de/legal/agb,,,,
/de/leistungen,de,services,internal,/de/legal/datenschutz,Datenschutz,link-footer-de/legal/datenschutz,url,client/src/components/layout/Footer.tsx:79 | client/src/pages/start.tsx:360,,
/de/leistungen,de,services,internal,/de/legal/cookies,Cookies,link-footer-de/legal/cookies,url,client/src/components/CookieBanner.tsx:161 | client/src/pages/start.tsx:356,,
/de/leistungen,de,services,internal,/de/legal/erstattungen,Rückerstattungen,link-footer-de/legal/erstattungen,,,,
/de/leistungen,de,services,internal,/de/legal/haftungsausschluss,Haftungsausschluss,link-footer-de/legal/haftungsausschluss,,,,
/de/leistungen,de,services,mailto,mailto:hola@exentax.com,hola@exentax.com,link-footer-email,testid,client/src/components/layout/Footer.tsx:228,,footer_contact
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo%2C%20ich%20m%C3%B6chte%20mit%20dem%20Team%20dar%C3%BCber%20sprechen%2C%20eine%20LLC%20mit%20Verm%C3%B6gensschutz%20nach%20US-Standard%20und%20ITIN%20zu%20gr%C3%BCnden%20%E2%80%94%20ganz%20ohne%20Botschaftstermin.,+34 614 916 910,link-footer-whatsapp-contact,,,,
/de/leistungen,de,services,external,https://www.trustpilot.com/review/exentax.com,,link-trustpilot-footer,,,,
/de/leistungen,de,services,internal,/de/legal/datenschutz,Datenschutzerklärung,,url,client/src/components/layout/Footer.tsx:79 | client/src/pages/start.tsx:360,,
/de/leistungen,de,services,internal,/de/buchen,Steuerberatung · 30 Min,button-floating-cta,testid,client/src/components/layout/FloatingMobileCTA.tsx:65,,floating_mobile_book
/de/leistungen,de,services,whatsapp,https://wa.me/34614916910?text=Hallo%2C%20ich%20suche%20eine%20steueroptimierte%20US-LLC%20mit%20Verm%C3%B6gensschutz%20und%20Rechtssicherheit%20f%C3%BCr%20Investoren.%20K%C3%B6nnen%20wir%20kurz%20dar%C3%BCber%20sprechen%3F,WhatsApp,button-floating-whatsapp,,,,
/de/leistungen,de,services,internal,/de/legal/cookies,Cookie-Richtlinie,,url,client/src/components/CookieBanner.tsx:161 | client/src/pages/start.tsx:356,,
/de/blog,de,blog_index,anchor,#main-content,Zum Hauptinhalt springen,link-skip-to-main,,,,
/de/blog,de,blog_index,internal,/de,,link-home,testid,client/src/components/layout/Navbar.tsx:226,,
/de/blog,de,blog_index,internal,/de,SteuerstrukturInternationale Steuerstruktur,nav-steuerstruktur,url,client/src/components/layout/Footer.tsx:158 | client/src/components/layout/Navbar.tsx:226 | client/src/components/layout/NavbarFunnel.tsx:15 | client/src/pages/not-found.tsx:32 | client/src/pages/start.tsx:346,,
/de/blog,de,blog_index,internal,/de/wie-wir-arbeiten,Wie wir arbeitenWie wir arbeiten,nav-wie-wir-arbeiten,,,,
/de/blog,de,blog_index,internal,/de/leistungen,"Alle Leistungen ansehenStrategische Diagnose zur Wahl der Jurisdiktion, die am b",nav-services-our_services,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/de/blog,de,blog_index,internal,/de/leistungen/llc-new-mexico,LLC in New MexicoDiskrete Struktur mit Anonymität im Register und minimalem Verw,nav-services-service_llc_nm,,,,
/de/blog,de,blog_index,internal,/de/leistungen/llc-wyoming,LLC in WyomingDer weltweite Standard im Vermögensschutz: verstärkte Privatsphäre,nav-services-service_llc_wy,,,,
/de/blog,de,blog_index,internal,/de/leistungen/llc-delaware,"LLC in DelawareDie Referenzjurisdiktion für Gründer und Fonds, gefordert in Fina",nav-services-service_llc_de,,,,
/de/blog,de,blog_index,internal,/de/leistungen/llc-florida,LLC in FloridaGreifbarer Betriebsstandort in den USA mit direktem Bankzugang und,nav-services-service_llc_fl,,,,
/de/blog,de,blog_index,internal,/de/leistungen/hol-deine-itin,"ITIN beantragenIhre US-Steueridentität, um Konten zu eröffnen, Verträge zu unter",nav-services-service_itin,,,,
/de/blog,de,blog_index,internal,/de/uber-llc,Über LLCs,nav-über-llcs,,,,
/de/blog,de,blog_index,internal,/de/haufige-fragen,FAQHäufig gestellte Fragen,nav-faq,url,client/src/components/sections/HomeFAQ.tsx:48 | client/src/pages/services-sections.tsx:419,,
/de/blog,de,blog_index,internal,/de/blog,RatgeberSteuerratgeber,nav-ratgeber,,,,
/de/blog,de,blog_index,whatsapp,https://wa.me/34614916910?text=Hallo%2C%20ich%20habe%20gerade%20Exentax%20gesehen%20und%20bin%20neugierig%3A%20K%C3%B6nnte%20ich%20weniger%20Steuern%20zahlen%20als%20jetzt%3F%20Wann%20k%C3%B6nnten%20wir%20dar%C3%BCber%20sprechen%3F,WhatsApp,button-whatsapp-nav,,,,
/de/blog,de,blog_index,internal,/de/buchen,Beratung buchen,button-agendar-nav,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/de/blog,de,blog_index,internal,/de,Internationale Steuerstruktur,mobile-nav-internationale-steuerstruktur,url,client/src/components/layout/Footer.tsx:158 | client/src/components/layout/Navbar.tsx:226 | client/src/components/layout/NavbarFunnel.tsx:15 | client/src/pages/not-found.tsx:32 | client/src/pages/start.tsx:346,,
/de/blog,de,blog_index,internal,/de/wie-wir-arbeiten,Wie wir arbeiten,mobile-nav-wie-wir-arbeiten,,,,
/de/blog,de,blog_index,internal,/de/uber-llc,Über LLCs,mobile-nav-über-llcs,,,,
/de/blog,de,blog_index,internal,/de/haufige-fragen,Häufig gestellte Fragen,mobile-nav-häufig-gestellte-fragen,url,client/src/components/sections/HomeFAQ.tsx:48 | client/src/pages/services-sections.tsx:419,,
/de/blog,de,blog_index,internal,/de/blog,Steuerratgeber,mobile-nav-steuerratgeber,,,,
/de/blog,de,blog_index,whatsapp,https://wa.me/34614916910?text=Hallo%2C%20ich%20habe%20gerade%20Exentax%20gesehen%20und%20bin%20neugierig%3A%20K%C3%B6nnte%20ich%20weniger%20Steuern%20zahlen%20als%20jetzt%3F%20Wann%20k%C3%B6nnten%20wir%20dar%C3%BCber%20sprechen%3F,Über WhatsApp sprechen,mobile-nav-hablemos,,,,
/de/blog,de,blog_index,internal,/de/buchen,Beratung buchen,mobile-nav-agendar,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/de/blog,de,blog_index,internal,/de/blog/schnell-audit-ihrer-llc-in-30-minuten-12-punkte-zur,Tools·11 Min. LesezeitAuditoría rápida de tu LLC en 30 minutos: 12 puntos para r,card-blog-auditoria-rapida-llc-12-puntos-30-minutos,,,,
/de/blog,de,blog_index,internal,/de/blog/llc-mit-uberfalligem-boi-und-5472-wieder-in-ordnung-bringen,Compliance·14 Min. LesezeitRecuperar LLC con BOI y 5472 atrasados: procedimiento,card-blog-recuperar-llc-boi-5472-atrasados-procedimiento,,,,
/de/blog,de,blog_index,internal,/de/blog/llc-verkaufen-oder-schliessen-praktischer-vergleich-fur-die,Vergleiche·12 Min. LesezeitVender o cerrar tu LLC: comparativa para decidir bien,card-blog-vender-o-cerrar-llc-comparativa-practica,,,,
/de/blog,de,blog_index,internal,/de/blog/ich-habe-eine-llc-verwalte-ich-sie-richtig-echte-checkliste,"Compliance·12 Min. LesezeitTengo una LLC en EE.UU., ¿la estoy gestionando bien? ",card-blog-tengo-llc-checklist-gestion-correcta,,,,
/de/blog,de,blog_index,internal,/de/blog/kritische-fehler-wenn-sie-bereits-eine-llc-haben-und-niemand,Compliance·13 Min. LesezeitErrores críticos si ya tienes una LLC y nadie te ha e,card-blog-errores-criticos-llc-ya-constituida,,,,
/de/blog,de,blog_index,internal,/de/blog/banking-ihrer-llc-reorganisieren-wann-mercury-relay-und-wise,Operativ·12 Min. LesezeitReorganizar la banca de tu LLC: cuándo combinar Mercury,card-blog-reorganizar-banca-llc-mercury-relay-wise,,,,
/de/blog,de,blog_index,internal,/de,,link-footer-home,testid,client/src/components/layout/Footer.tsx:158,,
/de/blog,de,blog_index,external,https://www.instagram.com/exentax.global/,,link-footer-social-instagram,,,,
/de/blog,de,blog_index,external,https://www.tiktok.com/@exentax,,link-footer-social-tiktok,,,,
/de/blog,de,blog_index,external,https://youtube.com/@exentax?si=ECt7CjRMpI9ZRrPQ,,link-footer-social-youtube,,,,
/de/blog,de,blog_index,external,https://www.facebook.com/share/1Auhteo8Ad/?mibextid=wwXIfr,,link-footer-social-facebook,,,,
/de/blog,de,blog_index,whatsapp,https://wa.me/34614916910?text=Hallo%2C%20ich%20suche%20eine%20steueroptimierte%20US-LLC%20mit%20Verm%C3%B6gensschutz%20und%20Rechtssicherheit%20f%C3%BCr%20Investoren.%20K%C3%B6nnen%20wir%20kurz%20dar%C3%BCber%20sprechen%3F,,link-footer-social-whatsapp,,,,
/de/blog,de,blog_index,internal,/de,Internationale Steuerstruktur,link-footer-internationale-steuerstruktur,url,client/src/components/layout/Footer.tsx:158 | client/src/components/layout/Navbar.tsx:226 | client/src/components/layout/NavbarFunnel.tsx:15 | client/src/pages/not-found.tsx:32 | client/src/pages/start.tsx:346,,
/de/blog,de,blog_index,internal,/de/leistungen,Dienstleistungen,link-footer-dienstleistungen,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/de/blog,de,blog_index,internal,/de/leistungen/llc-new-mexico,New Mexico,link-footer-new-mexico,,,,
/de/blog,de,blog_index,internal,/de/leistungen/llc-wyoming,Wyoming,link-footer-wyoming,,,,
/de/blog,de,blog_index,internal,/de/leistungen/llc-delaware,Delaware,link-footer-delaware,,,,
/de/blog,de,blog_index,internal,/de/leistungen/llc-florida,Florida,link-footer-florida,,,,
/de/blog,de,blog_index,internal,/de/leistungen/hol-deine-itin,ITIN beantragen,link-footer-itin-beantragen,,,,
/de/blog,de,blog_index,internal,/de/wie-wir-arbeiten,Wie wir arbeiten,link-footer-wie-wir-arbeiten,,,,
/de/blog,de,blog_index,internal,/de/haufige-fragen,Häufig gestellte Fragen,link-footer-häufig-gestellte-fragen,url,client/src/components/sections/HomeFAQ.tsx:48 | client/src/pages/services-sections.tsx:419,,
/de/blog,de,blog_index,internal,/de/blog,Steuerratgeber,link-footer-steuerratgeber,,,,
